Date,Open,High,Low,Close,Adj Close,Volume
2018-12-24,86.540001,93.470001,85.779999,92.129997,91.152710,35894100
2018-12-31,92.669998,94.709999,91.639999,93.440002,92.448814,31454300
2019-01-07,93.620003,96.139999,93.120003,94.839996,93.833961,36053800
2019-01-14,94.480003,98.199997,94.279999,97.730003,96.693306,31288400
2019-01-21,97.150002,99.349998,96.430000,96.940002,95.911682,31236900
2019-01-28,96.529999,97.160004,93.110001,93.860001,92.864357,50293400
2019-02-04,93.860001,96.820000,93.349998,95.580002,94.566109,30812700
2019-02-11,95.650002,100.000000,95.639999,99.989998,98.929329,33564400
2019-02-18,102.379997,104.180000,98.650002,99.550003,98.494003,52829200
2019-02-25,100.120003,100.129997,97.120003,97.930000,96.891190,47353800
2019-03-04,98.120003,99.190002,97.000000,97.589996,96.554787,30175200
2019-03-11,98.040001,99.349998,97.589996,98.419998,97.375984,35423900
2019-03-18,98.300003,100.489998,97.940002,98.279999,97.760674,30766700
2019-03-25,97.800003,98.860001,95.000000,97.529999,97.014641,34318700
2019-04-01,97.970001,99.199997,96.790001,98.830002,98.307770,29149600
2019-04-08,98.449997,102.019997,98.150002,101.559998,101.023338,24649900
2019-04-15,101.300003,103.800003,101.260002,103.180000,102.634781,17397300
2019-04-22,102.779999,104.150002,99.660004,101.529999,100.993500,26896800
2019-04-29,101.879997,102.919998,100.239998,102.080002,101.540596,28174400
2019-05-06,100.750000,102.550003,98.849998,101.910004,101.371498,30054100
2019-05-13,100.449997,103.959999,99.010002,100.860001,100.860001,49948800
2019-05-20,100.389999,102.889999,100.250000,102.669998,102.669998,32361900
2019-05-27,102.559998,103.570000,100.599998,101.440002,101.440002,27739000
2019-06-03,101.629997,106.360001,101.400002,106.059998,106.059998,34355600
2019-06-10,106.480003,109.589996,106.370003,109.070000,109.070000,27719000
2019-06-17,109.120003,109.959999,108.260002,109.650002,109.650002,9009800
